gender,age,address,famsize,Pstatus,M_edu,F_edu,M_job,F_job,relationship_breakdown,smoker,avarage_tution_fee_cost,time_spent_with_friends,ssc_result,hsc_result
F,22,U,GT3,T ,2,3,teacher ,services ,Yes ,No ,550000,1,4.44,4.62
M,22,U,GT3,T ,2,2,teacher ,health ,Yes ,No ,800000,1,4.26,4.11
M,22,R,GT3,A ,4,4,at_home ,services ,Yes ,Yes ,550000,1,4.49,4.17
M,22,U,GT3,T ,4,4,services ,health ,Yes ,Yes ,700000,1,4.7,4.45
M,23,R,LE3,T ,2,2,at_home ,teacher ,Yes ,No ,50000,1,4.72,4.56
M,23,U,GT3,T ,4,2,at_home ,teacher ,Yes ,No ,100000,3,4.89,4.73
M,20,U,LE3,T ,3,3,at_home ,teacher ,Yes ,No ,100000,3,4.96,4.74
M,21,R,LE3,T ,4,3,teacher ,other ,No ,Yes ,50000,2,4.98,4.36
F,24,U,LE3,T ,4,4,health ,health ,Yes ,Yes ,800000,1,4.82,4.38
M,23,U,GT3,T ,3,3,at_home ,services ,No ,Yes ,700000,1,4.65,4.4
M,23,R,LE3,T ,2,2,services ,other ,No ,Yes ,100000,3,4.04,4.89
M,20,U,GT3,T ,4,2,at_home ,other ,Yes ,Yes ,450000,1,4.36,4.33
F,23,R,GT3,T ,4,3,at_home ,teacher ,Yes ,Yes ,400000,1,4.8,3.94
F,23,R,GT3,T ,3,4,health ,other ,No ,Yes ,450000,2,4.62,4.53
F,22,U,GT3,T ,2,3,teacher ,teacher ,No ,Yes ,200000,1,3.93,4.21
M,21,U,GT3,T ,3,2,at_home ,other ,No ,No ,500000,2,4.21,4.11
M,20,R,LE3,T ,4,4,at_home ,teacher ,Yes ,No ,500000,2,4,4.12
M,23,R,GT3,T ,2,3,at_home ,services ,Yes ,No ,300000,1,4.15,4.26
M,24,U,GT3,T ,2,2,at_home ,other ,Yes ,Yes ,850000,3,4.85,4.79
F,23,R,GT3,T ,3,3,services ,teacher ,No ,Yes ,50000,1,4.94,4.01
F,24,U,GT3,T ,2,3,at_home ,health ,Yes ,Yes ,800000,1,4.35,4.87
M,24,R,GT3,T ,3,3,services ,health ,Yes ,No ,50000,1,4.35,4.11
F,24,R,GT3,T ,3,3,other ,teacher ,Yes ,Yes ,250000,1,4.99,4.69
F,20,R,GT3,T ,4,2,at_home ,health ,Yes ,Yes ,500000,2,4.81,4.46
M,21,R,GT3,T ,4,3,at_home ,health ,Yes ,Yes ,300000,1,4.27,4.27
M,22,R,GT3,T ,2,3,at_home ,health ,No ,Yes ,250000,1,4.75,3.96
F,20,R,LE3,T ,3,3,at_home ,teacher ,Yes ,No ,800000,1,4.48,3.98
M,22,R,LE3,T ,3,4,health ,teacher ,No ,Yes ,600000,2,3.94,4.31
M,20,U,GT3,T ,3,4,other ,teacher ,No ,Yes ,50000,1,4.6,4.86
F,22,R,GT3,T ,2,4,at_home ,health ,Yes ,Yes ,800000,4,4.7,4
F,21,R,GT3,T ,3,2,at_home ,teacher ,Yes ,Yes ,100000,1,4.84,4.77
M,24,U,GT3,T ,3,2,health ,teacher ,Yes ,Yes ,500000,4,4.64,4.23
F,22,U,GT3,T ,3,3,at_home ,teacher ,No ,Yes ,550000,1,4.03,4.83
F,22,U,GT3,T ,4,2,health ,teacher ,Yes ,No ,400000,1,4.69,4.25
M,21,R,LE3,T ,3,4,teacher ,other ,No ,No ,50000,2,4.65,3.99
F,23,U,GT3,A ,3,4,teacher ,other ,Yes ,Yes ,600000,1,4.56,4.66
F,23,U,LE3,T ,2,3,at_home ,teacher ,No ,Yes ,250000,1,4.77,4.8
F,23,U,GT3,T ,4,3,teacher ,health ,No ,No ,200000,1,4.19,4.73
F,24,U,LE3,T ,4,3,at_home ,teacher ,Yes ,No ,550000,1,4.34,4.01
F,22,U,LE3,T ,4,2,at_home ,teacher ,No ,No ,850000,1,4.5,4.29
F,22,U,LE3,T ,3,3,other ,other ,Yes ,Yes ,100000,3,4.89,4.09
F,20,R,GT3,T ,3,4,at_home ,health ,Yes ,Yes ,450000,1,3.97,4.85
F,24,R,LE3,T ,3,3,teacher ,teacher ,No ,No ,700000,1,4.6,4.71
F,22,R,GT3,T ,3,4,services ,health ,Yes ,No ,450000,1,4.78,4.84
M,23,U,GT3,T ,3,3,teacher ,other ,Yes ,No ,850000,1,4.3,4.03
M,22,R,GT3,T ,2,4,at_home ,other ,No ,Yes ,200000,2,4.89,4.65
F,21,R,LE3,T ,3,3,at_home ,teacher ,No ,Yes ,250000,1,4.11,4.82
F,22,R,LE3,T ,3,3,at_home ,other ,Yes ,No ,50000,1,4.6,4.38
F,24,R,GT3,T ,3,4,at_home ,other ,No ,Yes ,250000,1,4.97,4.65
F,23,R,GT3,T ,3,2,at_home ,teacher ,Yes ,No ,50000,2,4.43,4.44
M,23,U,LE3,T ,3,4,at_home ,services ,Yes ,Yes ,400000,2,4.7,4.81
F,20,U,GT3,T ,2,3,at_home ,teacher ,Yes ,Yes ,200000,1,4.95,4.58
F,23,R,LE3,T ,4,2,at_home ,teacher ,No ,Yes ,550000,1,4.73,4.08
M,24,R,GT3,T ,4,2,health ,services ,No ,Yes ,50000,1,4.4,4.43
F,23,R,LE3,T ,3,2,at_home ,teacher ,No ,Yes ,250000,1,4.88,4.31
F,20,U,GT3,T ,4,3,teacher ,other ,No ,Yes ,50000,1,4.85,3.96
F,21,U,GT3,T ,4,3,at_home ,other ,Yes ,No ,100000,5,4.78,4.35
M,24,R,LE3,T ,2,3,at_home ,health ,Yes ,No ,400000,1,4.1,4.08
M,21,R,LE3,T ,2,3,services ,services ,No ,Yes ,550000,1,3.93,4.35
M,21,R,GT3,A ,3,4,other ,health ,Yes ,Yes ,500000,5,4.02,4.14
M,22,U,GT3,T ,4,3,services ,teacher ,Yes ,Yes ,250000,2,4.46,4.31
M,22,U,GT3,T ,3,2,at_home ,services ,Yes ,Yes ,700000,1,4.96,4.49
M,24,R,GT3,T ,2,3,teacher ,teacher ,Yes ,No ,500000,3,4.1,4.36
M,21,U,GT3,T ,2,3,services ,health ,Yes ,No ,400000,4,4.62,4.73
M,23,R,GT3,T ,4,3,at_home ,health ,Yes ,No ,850000,2,4.53,4.02
M,23,U,GT3,T ,2,4,teacher ,services ,Yes ,Yes ,50000,5,3.92,4.22
F,23,U,GT3,T ,4,4,at_home ,services ,No ,No ,50000,1,3.97,4.81
M,24,U,GT3,T ,3,4,at_home ,health ,Yes ,Yes ,600000,2,4.89,4.68
F,20,U,GT3,T ,4,4,at_home ,other ,No ,No ,800000,3,4.54,4.77
M,24,U,LE3,T ,4,2,at_home ,health ,Yes ,No ,400000,1,4.9,4.83
F,22,R,GT3,T ,4,2,at_home ,health ,Yes ,No ,450000,2,4.89,4.3
M,22,R,GT3,A ,2,4,at_home ,services ,No ,No ,500000,2,3.97,4.02
M,23,R,LE3,T ,3,3,at_home ,health ,No ,Yes ,600000,1,3.99,4.74
F,20,U,GT3,T ,2,2,at_home ,health ,Yes ,No ,300000,1,4.28,4.05
F,22,U,GT3,T ,2,2,at_home ,services ,Yes ,No ,250000,2,4.92,4.68
M,22,U,GT3,T ,3,3,health ,teacher ,Yes ,No ,800000,1,4.9,4.73
M,20,R,LE3,T ,2,4,at_home ,services ,Yes ,Yes ,300000,1,4.85,4.61
F,24,U,GT3,T ,3,2,at_home ,services ,Yes ,Yes ,100000,1,4.96,4.85
M,22,U,GT3,T ,4,2,services ,health ,Yes ,No ,550000,1,4.38,4.29
M,22,R,GT3,T ,4,2,at_home ,services ,Yes ,Yes ,600000,1,4.5,4.14
F,22,U,LE3,T ,3,4,at_home ,health ,No ,Yes ,100000,1,4.67,4.17
F,22,R,LE3,T ,4,2,at_home ,services ,Yes ,Yes ,450000,2,4.18,3.99
F,21,U,GT3,T ,4,3,teacher ,services ,Yes ,No ,600000,1,4.31,4.55
M,24,U,LE3,T ,4,2,teacher ,other ,Yes ,Yes ,300000,1,4.42,4.71
F,21,R,LE3,T ,2,4,health ,teacher ,Yes ,Yes ,200000,1,4.77,4.75
F,21,R,GT3,T ,2,2,teacher ,services ,Yes ,No ,600000,2,4.91,4.13
M,22,R,LE3,T ,4,2,services ,teacher ,No ,Yes ,700000,1,4.86,4.75
M,24,R,LE3,T ,2,2,other ,services ,Yes ,Yes ,850000,3,4.01,4.57
F,20,R,GT3,T ,3,4,services ,other ,No ,Yes ,50000,1,4.65,4.22
M,24,U,GT3,T ,3,4,services ,other ,No ,No ,800000,1,5,4.81
F,24,R,GT3,T ,3,3,at_home ,health ,Yes ,No ,300000,1,4.51,4.63
M,20,R,LE3,T ,3,4,at_home ,teacher ,Yes ,Yes ,550000,1,4.72,4.4
F,24,R,GT3,T ,4,3,at_home ,other ,Yes ,No ,550000,1,4.27,4.13
F,22,R,GT3,T ,4,4,at_home ,health ,Yes ,No ,700000,1,4.31,4.74
M,24,R,GT3,T ,3,3,at_home ,other ,No ,Yes ,100000,1,3.96,4.3
F,20,U,GT3,T ,3,4,teacher ,health ,Yes ,No ,250000,1,4.23,4.82
F,21,U,GT3,T ,4,4,health ,teacher ,No ,No ,200000,5,4.99,4.56
F,22,U,LE3,T ,3,3,other ,health ,No ,Yes ,800000,4,4.9,4.14
M,21,U,GT3,T ,2,4,at_home ,services ,No ,Yes ,300000,1,4.23,4.79
F,22,R,LE3,T ,2,3,services ,other ,No ,Yes ,250000,1,4.13,4.5
F,23,U,GT3,T ,2,2,other ,health ,Yes ,No ,250000,2,4.77,4.65
F,22,R,LE3,T ,3,2,at_home ,other ,Yes ,Yes ,700000,1,3.95,4.28
F,22,R,GT3,T ,2,2,at_home ,health ,Yes ,No ,250000,1,4.24,4.31
F,23,R,LE3,T ,2,4,at_home ,teacher ,Yes ,No ,800000,4,4.77,4.43
M,22,U,GT3,T ,3,2,at_home ,health ,Yes ,No ,500000,1,4.79,4.47
F,23,R,GT3,T ,2,3,at_home ,other ,Yes ,Yes ,200000,1,4.45,4.65
M,22,U,LE3,T ,4,2,at_home ,health ,Yes ,Yes ,550000,1,4.21,4.72
M,23,U,LE3,T ,2,4,at_home ,services ,No ,Yes ,250000,1,4.19,4.5
F,20,U,LE3,T ,4,4,health ,health ,No ,Yes ,300000,3,4.28,4.88
M,23,R,GT3,T ,4,2,other ,services ,No ,Yes ,500000,1,4.43,4.07
M,21,R,GT3,T ,2,3,at_home ,other ,No ,No ,600000,1,4.4,4.1
M,24,R,GT3,T ,4,4,at_home ,teacher ,No ,No ,850000,1,4.97,4.6
F,24,R,GT3,T ,4,2,at_home ,services ,Yes ,Yes ,50000,2,4.01,4.58
F,23,R,GT3,T ,2,4,health ,other ,No ,Yes ,300000,1,4,4.6
M,20,U,GT3,T ,2,4,other ,services ,No ,No ,800000,1,4.06,4.32
M,24,R,GT3,T ,4,2,health ,services ,No ,Yes ,850000,1,4.04,4.8
F,22,R,LE3,T ,3,4,at_home ,teacher ,No ,Yes ,700000,1,4.83,4.14
M,22,U,LE3,A ,2,3,other ,other ,Yes ,Yes ,600000,1,4.09,4.11
M,21,R,GT3,T ,4,2,at_home ,health ,Yes ,Yes ,550000,1,4.41,4.44
M,24,R,GT3,T ,3,2,at_home ,teacher ,Yes ,No ,600000,1,4.98,4.43
F,20,R,GT3,T ,4,4,teacher ,health ,Yes ,No ,400000,1,4.4,4.68
F,21,U,LE3,T ,3,2,other ,other ,Yes ,No ,550000,3,4.26,4.11
F,22,U,GT3,T ,2,2,teacher ,health ,Yes ,Yes ,200000,3,4.78,4.21
M,22,U,GT3,T ,3,4,at_home ,services ,Yes ,No ,450000,1,4.71,4.09
M,23,U,GT3,T ,3,2,at_home ,other ,Yes ,Yes ,400000,1,4.56,4.04
F,20,R,GT3,T ,3,3,at_home ,services ,Yes ,No ,450000,1,4.84,4.5
F,21,U,GT3,T ,2,2,teacher ,teacher ,No ,No ,400000,2,4.63,4.72
F,23,R,GT3,T ,3,4,other ,teacher ,No ,Yes ,50000,3,4.29,4.39
M,24,R,GT3,T ,2,3,services ,teacher ,No ,Yes ,450000,1,4.32,4.26
F,23,U,GT3,T ,2,3,at_home ,services ,No ,Yes ,450000,5,3.95,4.65
M,22,U,LE3,T ,2,2,services ,teacher ,Yes ,No ,700000,1,4.94,4.2
F,22,U,LE3,T ,4,2,at_home ,teacher ,No ,Yes ,700000,1,4.3,4.28
F,21,U,LE3,T ,3,2,other ,teacher ,Yes ,Yes ,250000,2,4.97,4.73
M,20,R,LE3,T ,2,2,other ,teacher ,No ,Yes ,300000,3,4.64,4.53
M,20,U,GT3,T ,2,4,at_home ,other ,No ,Yes ,550000,5,4.67,4.43
F,21,U,GT3,T ,3,4,at_home ,teacher ,Yes ,Yes ,300000,1,4.86,4.03
M,24,U,GT3,T ,4,3,other ,services ,Yes ,Yes ,450000,1,4.44,4.6
F,20,R,LE3,T ,4,4,at_home ,health ,Yes ,Yes ,400000,2,4.48,4.7
F,21,R,GT3,T ,3,2,services ,other ,Yes ,No ,800000,1,4.63,4.49
M,20,U,GT3,T ,4,2,other ,services ,Yes ,No ,500000,1,4.4,4.42
F,23,R,LE3,T ,2,2,at_home ,health ,No ,No ,550000,1,4.65,4.66
F,21,R,GT3,T ,3,3,at_home ,services ,No ,Yes ,200000,1,4.02,3.99
F,21,R,LE3,T ,3,2,services ,other ,Yes ,No ,50000,1,4.12,4.88
M,21,U,GT3,T ,3,3,at_home ,health ,No ,No ,600000,1,4.34,4.24
M,20,U,GT3,T ,2,3,at_home ,other ,Yes ,No ,850000,1,4.2,4.64
F,22,R,GT3,T ,4,2,at_home ,health ,Yes ,No ,450000,1,4.26,4.34
M,20,U,GT3,T ,3,4,services ,health ,Yes ,No ,850000,1,4.93,4.2
M,20,U,GT3,T ,2,2,at_home ,other ,Yes ,Yes ,850000,1,4.5,4
M,23,R,LE3,T ,3,3,health ,health ,Yes ,No ,600000,1,4.3,4.66
F,22,U,GT3,T ,3,3,at_home ,health ,No ,Yes ,450000,1,4.8,4.85
F,22,U,GT3,T ,4,2,at_home ,health ,No ,No ,550000,1,4.16,4.5
F,24,R,GT3,T ,3,2,teacher ,other ,Yes ,Yes ,250000,2,4.84,3.96
M,21,U,GT3,T ,2,4,teacher ,teacher ,No ,Yes ,850000,2,4.61,4.63
M,21,R,LE3,T ,2,2,at_home ,other ,Yes ,No ,100000,2,4.11,4.88
M,21,U,GT3,A ,3,3,health ,teacher ,Yes ,No ,600000,2,3.99,4.13
F,24,R,GT3,T ,3,4,services ,other ,No ,No ,200000,2,4.84,4.63
M,22,R,LE3,T ,4,4,teacher ,health ,Yes ,Yes ,450000,1,4.12,4.36
F,24,R,GT3,T ,4,3,other ,services ,No ,No ,600000,3,4.94,4.66
F,21,U,GT3,T ,4,4,teacher ,services ,Yes ,No ,450000,1,4.15,4.88
F,24,R,GT3,T ,3,3,at_home ,teacher ,Yes ,Yes ,400000,3,4.2,3.94
F,20,U,GT3,T ,2,4,services ,services ,Yes ,Yes ,450000,2,4.25,4.07
F,24,U,GT3,T ,4,2,services ,services ,Yes ,Yes ,300000,2,4,4.19
M,24,U,GT3,A ,3,3,at_home ,services ,No ,Yes ,600000,1,4.45,4.51
F,21,R,LE3,T ,2,3,at_home ,health ,No ,No ,400000,2,3.95,3.97
M,22,U,LE3,T ,2,3,services ,health ,No ,No ,100000,1,4.01,4.74
M,23,U,LE3,T ,3,2,at_home ,teacher ,Yes ,No ,250000,1,4.55,4.35
F,23,R,GT3,T ,4,4,at_home ,health ,No ,No ,850000,1,4.57,4.78
M,20,R,LE3,T ,4,3,health ,services ,Yes ,No ,700000,1,4.05,4.43
M,24,R,GT3,T ,2,2,at_home ,other ,Yes ,No ,850000,1,4.01,4.83
M,21,R,GT3,T ,2,3,services ,teacher ,Yes ,Yes ,50000,1,4.57,4.49
F,21,U,GT3,T ,3,2,services ,other ,Yes ,No ,250000,5,4.23,4.36
M,21,U,GT3,T ,2,2,at_home ,teacher ,No ,No ,600000,1,4.66,4.18
F,20,U,LE3,T ,3,4,at_home ,health ,No ,Yes ,600000,1,4.5,4.62
M,20,U,GT3,T ,4,4,other ,services ,Yes ,Yes ,800000,1,4.98,4.14
F,20,U,GT3,T ,2,3,services ,health ,Yes ,Yes ,250000,2,4.24,4.5
M,20,U,GT3,T ,3,2,at_home ,services ,Yes ,No ,850000,2,4.33,4.13
M,23,U,LE3,T ,2,3,at_home ,health ,Yes ,Yes ,500000,1,4.92,4.63
F,24,R,GT3,T ,2,2,teacher ,services ,Yes ,No ,100000,1,4.16,4.16
F,22,R,GT3,T ,3,2,other ,services ,Yes ,Yes ,50000,1,4.36,4.8
M,22,U,LE3,T ,3,2,at_home ,teacher ,No ,Yes ,500000,1,4.54,4.42
M,20,U,GT3,T ,4,3,at_home ,teacher ,Yes ,Yes ,100000,1,4.52,3.94
F,21,R,GT3,A ,2,2,health ,other ,Yes ,Yes ,800000,1,4.11,4.3
F,23,U,GT3,T ,4,2,teacher ,services ,Yes ,Yes ,400000,3,4.51,4.18
F,20,R,GT3,T ,2,4,health ,services ,Yes ,Yes ,100000,1,4.4,4.85
F,24,R,GT3,T ,2,2,at_home ,services ,Yes ,Yes ,450000,2,4.01,4.62
F,24,R,LE3,T ,3,2,other ,other ,Yes ,Yes ,200000,1,4.2,4.83
F,22,R,GT3,T ,2,3,teacher ,services ,No ,No ,500000,5,4.45,4.39
M,23,R,LE3,T ,3,3,services ,other ,Yes ,Yes ,700000,1,4.49,4.18
M,24,U,GT3,T ,2,2,services ,health ,Yes ,No ,550000,1,4.45,3.97
M,20,R,GT3,T ,3,3,at_home ,health ,Yes ,Yes ,50000,1,4.44,4.16
M,22,R,GT3,T ,4,3,at_home ,services ,No ,No ,700000,1,4.64,4.69
F,23,R,LE3,T ,3,4,at_home ,health ,No ,Yes ,100000,1,4.02,4.47
M,20,R,LE3,T ,3,2,other ,other ,No ,Yes ,400000,1,4.04,4.9
F,23,U,GT3,T ,4,2,services ,health ,No ,Yes ,200000,1,4.84,4.21
F,24,U,GT3,T ,3,2,at_home ,teacher ,Yes ,Yes ,200000,2,4.38,4.71
F,23,R,GT3,T ,2,3,at_home ,other ,Yes ,Yes ,500000,1,4.73,4.72
F,23,R,GT3,T ,3,3,at_home ,services ,Yes ,No ,400000,5,4.76,4.17
F,24,R,LE3,T ,2,3,at_home ,services ,No ,Yes ,450000,1,4.74,4.48
M,20,R,LE3,A ,4,2,health ,services ,No ,Yes ,100000,2,4.65,4.34
M,21,R,GT3,T ,4,4,at_home ,health,No,No,250000,2,4.56,3.97
F,24,U,GT3,T ,3,3,at_home ,services ,No ,Yes,800000,1,4.39,4.14
M,24,U,GT3,T ,3,3,at_home ,other ,Yes ,Yes ,400000,3,3.94,4.71
